Date,Price($),Mean,SmartEstimate,Median,Low,High
11-Nov-2025,278.840,11.610,11.703,11.724,11.030,12.060
12-Nov-2025,279.580,11.610,11.703,11.724,11.030,12.060
13-Nov-2025,283.540,11.610,11.703,11.724,11.030,12.060
14-Nov-2025,285.040,11.630,11.745,11.724,11.030,12.380
15-Nov-2025,285.040,11.630,11.745,11.724,11.030,12.380
16-Nov-2025,285.040,11.630,11.745,11.724,11.030,12.380
17-Nov-2025,279.130,11.630,11.745,11.724,11.030,12.380
18-Nov-2025,279.280,11.630,11.745,11.724,11.030,12.380
19-Nov-2025,272.490,11.630,11.745,11.724,11.030,12.380
20-Nov-2025,275.215,11.630,11.745,11.724,11.030,12.380
21-Nov-2025,273.090,11.621,11.740,11.698,11.030,12.380
22-Nov-2025,273.090,11.621,11.740,11.698,11.030,12.380
23-Nov-2025,273.090,11.621,11.740,11.698,11.030,12.380
24-Nov-2025,275.680,11.633,11.741,11.698,11.150,12.380
25-Nov-2025,276.980,11.624,11.750,11.624,11.150,12.380
26-Nov-2025,280.870,11.624,11.750,11.624,11.150,12.380
27-Nov-2025,280.870,11.624,11.750,11.624,11.150,12.380
28-Nov-2025,281.460,11.624,11.750,11.624,11.150,12.380
29-Nov-2025,281.460,11.624,11.750,11.624,11.150,12.380
30-Nov-2025,281.460,11.624,11.750,11.624,11.150,12.380
01-Dec-2025,278.990,11.624,11.750,11.624,11.150,12.380
02-Dec-2025,277.490,11.624,11.750,11.624,11.150,12.380
03-Dec-2025,274.340,11.624,11.750,11.624,11.150,12.380
04-Dec-2025,273.190,11.619,11.749,11.624,11.130,12.380
05-Dec-2025,270.870,11.631,11.771,11.624,11.130,12.380
06-Dec-2025,270.870,11.631,11.771,11.624,11.130,12.380
07-Dec-2025,270.870,11.631,11.771,11.624,11.130,12.380
08-Dec-2025,270.420,11.633,11.774,11.640,11.130,12.380
09-Dec-2025,270.120,11.633,11.774,11.640,11.130,12.380
10-Dec-2025,266.330,11.647,11.773,11.640,11.130,12.380
11-Dec-2025,272.405,11.647,11.773,11.640,11.130,12.380
12-Dec-2025,273.550,11.668,11.795,11.740,11.130,12.380
13-Dec-2025,273.550,11.668,11.795,11.740,11.130,12.380
14-Dec-2025,273.550,11.668,11.795,11.740,11.130,12.380
15-Dec-2025,272.180,11.668,11.795,11.740,11.130,12.380
16-Dec-2025,272.950,11.668,11.795,11.740,11.130,12.380
17-Dec-2025,273.740,11.658,11.787,11.740,11.130,12.250
18-Dec-2025,266.030,11.658,11.787,11.740,11.130,12.250
19-Dec-2025,269.090,11.658,11.787,11.740,11.130,12.250
20-Dec-2025,269.090,11.658,11.787,11.740,11.130,12.250
21-Dec-2025,269.090,11.658,11.787,11.740,11.130,12.250
22-Dec-2025,273.200,11.647,11.782,11.740,11.130,12.250
23-Dec-2025,275.530,11.647,11.782,11.740,11.130,12.250
24-Dec-2025,276.380,11.647,11.782,11.740,11.130,12.250
25-Dec-2025,276.380,11.647,11.782,11.740,11.130,12.250
26-Dec-2025,276.730,11.647,11.782,11.740,11.130,12.250
27-Dec-2025,276.730,11.647,11.782,11.740,11.130,12.250
28-Dec-2025,276.730,11.647,11.782,11.740,11.130,12.250
29-Dec-2025,278.420,11.647,11.782,11.740,11.130,12.250
30-Dec-2025,275.830,11.647,11.782,11.740,11.130,12.250
31-Dec-2025,273.080,11.647,11.782,11.740,11.130,12.250
01-Jan-2026,273.080,11.647,11.782,11.740,11.130,12.250
02-Jan-2026,269.680,11.647,11.782,11.740,11.130,12.250
03-Jan-2026,269.680,11.647,11.782,11.740,11.130,12.250
04-Jan-2026,269.680,11.647,11.782,11.740,11.130,12.250
05-Jan-2026,275.060,11.683,11.818,11.750,11.150,12.250
06-Jan-2026,269.150,11.671,11.800,11.750,11.150,12.250
07-Jan-2026,266.845,11.671,11.800,11.750,11.150,12.250
08-Jan-2026,266.640,11.670,11.800,11.750,11.150,12.250
09-Jan-2026,262.450,11.652,11.762,11.736,11.150,12.250
10-Jan-2026,262.450,11.652,11.762,11.736,11.150,12.250
11-Jan-2026,262.450,11.652,11.762,11.736,11.150,12.250
12-Jan-2026,264.980,11.661,11.762,11.736,11.150,12.250
13-Jan-2026,268.450,11.643,11.732,11.736,11.150,12.000
14-Jan-2026,275.230,11.709,11.750,11.796,11.150,12.010
15-Jan-2026,272.590,11.709,11.750,11.796,11.150,12.010
16-Jan-2026,279.500,11.709,11.750,11.796,11.150,12.010
17-Jan-2026,279.500,11.709,11.750,11.796,11.150,12.010
18-Jan-2026,279.500,11.709,11.750,11.796,11.150,12.010
19-Jan-2026,279.500,11.709,11.750,11.796,11.150,12.010
20-Jan-2026,279.910,11.709,11.750,11.796,11.150,12.010
21-Jan-2026,279.070,11.709,11.750,11.796,11.150,12.010
22-Jan-2026,281.390,11.732,11.745,11.796,11.320,12.010
23-Jan-2026,282.735,11.732,11.745,11.796,11.320,12.010
24-Jan-2026,282.735,11.732,11.745,11.796,11.320,12.010
25-Jan-2026,282.735,11.732,11.745,11.796,11.320,12.010
26-Jan-2026,284.050,11.732,11.745,11.796,11.320,12.010
27-Jan-2026,284.480,11.723,11.740,11.796,11.320,12.010
28-Jan-2026,286.050,11.721,11.738,11.796,11.320,12.010
29-Jan-2026,289.830,11.721,11.738,11.796,11.320,12.010
30-Jan-2026,289.060,11.721,11.738,11.796,11.320,12.010
31-Jan-2026,289.060,11.721,11.738,11.796,11.320,12.010
01-Feb-2026,289.060,11.721,11.738,11.796,11.320,12.010
02-Feb-2026,290.770,11.721,11.738,11.796,11.320,12.010
03-Feb-2026,293.070,11.721,11.738,11.796,11.320,12.010
04-Feb-2026,294.620,11.782,11.805,11.810,11.490,12.010
05-Feb-2026,297.380,11.797,11.815,11.810,11.490,12.080
06-Feb-2026,302.270,11.813,11.926,11.835,11.490,12.080
07-Feb-2026,302.270,11.813,11.926,11.835,11.490,12.080
08-Feb-2026,302.270,11.813,11.926,11.835,11.490,12.080
09-Feb-2026,307.240,11.829,11.902,11.835,11.574,12.080
10-Feb-2026,306.760,11.829,11.902,11.835,11.574,12.080
11-Feb-2026,302.480,11.857,11.902,11.895,11.600,12.080
12-Feb-2026,301.640,11.857,11.902,11.895,11.600,12.080
13-Feb-2026,303.070,11.933,11.929,11.940,11.710,12.330
14-Feb-2026,303.070,11.933,11.929,11.940,11.710,12.330
15-Feb-2026,303.070,11.933,11.929,11.940,11.710,12.330
16-Feb-2026,303.070,11.933,11.929,11.940,11.710,12.330
17-Feb-2026,303.230,11.933,11.929,11.940,11.710,12.330
18-Feb-2026,302.550,11.933,11.929,11.940,11.710,12.330
